npsn,nama_sekolah,alamat,jumlah_guru,kepala_sekolah,telp_sekolah,latitude,longitude
20111449,TK DEWI SARTIKA,Jl. KH. Mas'ud No. 7,3,Rohaya Widiastuti S.Pd AUD,021 7211109,,
20111451,TK DHARUL HIKMAH,Jl. Warung Jati Timur No. 5,3,Sri Munawaroh,021 7994481,,
20111452,TK DIAN EKAWATI,Jl. Komplek Deppen,5,"SUKARNINGSIH,S.Pd.",021 41224247,,
20111454,TK DWI HARAPAN II,Jl. Mega Kuningan Barat III/1,4,Siti Jamilah. S.PdI,0821 13066463,,
20111457,TK EKADIAYASA,Jl. Merpati Pesanggrahan,4,MURNIYATI S.Pd.AUD,021 7371405,,
20111458,TK EL SYIFA,Jl. RM. Kahfi I,3,Siti Sudarmi,021 7873441,,
20111459,TK ETIKA,Jl. Jati Raya Utara No. 50,7,HARDINI EKO SUSILOWATI,021 7690151,-6.313318,106.786583
20111460,TK FAJAR,Jl. Gotong Royong III No. 16,2,Hari Supriyanti Spd,0813 11400365,,
20111461,TK FANTASIA,Jl. Gandaria I No. 49 51,13,Reni Resmiati S.Pd.,021 7245927,,
20111462,TK FATAHILLAH,Jl. Buncit Pulo Kalibata,4,Hafsah,021 7984222,,
20111463,TK FATAHILLAH,Jl. Masjid Rt. 004/05 No.52,5,DWI MARLINA,021 7871253,,
20111466,TK FITRIA,Jl. Pondok Pinang III,5,Nurmala S.Pd,0858 13164886,,
20111467,TK GARUDA,Jl. Bukit Duri Raya No. 6,4,"Hj Sartini, S.Pd.",021 83701731,,
20111468,TK GENESIS,Jl. Kebayoran Lama No. 16,8,Debie Susanti,021 7393243,,
20111470,TK HANDAYANI,Jl. Bukit Duri Tanjakan No. 44,1,Yuli Syanti Dewi,021 80417928,,
20111471,TK HANG TUAH 11,Jl. Ambalun No. 1 Komp. AL,12,FITRIAH HANDAYANI,021 75816311,-6.31318,106.784218
20111473,TK HANG TUAH V,Jl. Memed Bhumi Marinir,8,RR.Merijanti Setiawan,021 78839515,,
20111474,TK HANG TUAH VII,Jl. Komp. Seskoal Cipulir,5,,021 7234083,,
20111475,TK HARAPAN IBU,Jl. H. Banan No. 1,8,Peni Larasati.S.Pd,021 75911228,-6.273146,106.767876
20111476,TK HARAPAN MULIA,Jl. M. Saidi 35C,3,Hj Budhiyati S.Pd I,021 7362952,,
20111478,TK HARMONI,Jl. H. Buang Ulujami,7,TEJA NUGRAHA S .Pd,"021 98112075, 021 92722588",,
20111480,TK HIDAYUTULLAH,Jl. Kebon Mangga Tengah,3,"Dra.Hj.Irma Chairani,M.Pd",021 7235007,,
20111481,TK HIGH SCOPE INDONESIA,Jl. TB. Sipatupang No. 8,14,INDRIANI RUSYDI,021 75917888,,
20111484,TK HUSNI THAMRIN,Jl. Damai No 63,7,,021 7358951,,
20111486,TK IT AR RAHMAN,Jl. Palem I No. 45A,5,"DADA DAMAYANTI,S.Pd.I",021 73690948,,
20111488,TK IKASTRI,Jl. Komp. Perhubungan,3,Listiani,0858 13483172,,
20111490,TK INDRIYASANA,Jl. H. Ramli Urata I No. 29,1,Syamsiati,021 8354862,,
20111494,TK ISLAM AL HIDAYAH,Jl. H. Ilyas No. 56,6,Muhamad Nasir S Ag,021 5860754,,
20111495,TK ISLAM AL MAKMUR,Jl. Kmp. Kalibata,3,"KOmariah, S.pdi",021 7868965,,
20111496,TK ISLAM AL ANWAR,Jl. Jiban No. 7,6,Yanih Mulyanih S.Pd.,0815 19960056,,
20111498,TK ISLAM AL FURQON,Jl. Seha II,10,Rahmah S.Pd.I,021 7250203,,
20111499,TK ISLAM AL ISHLAH,Jl. Cipulir II no.11,5,"SUDARWATI, S.S.,S.Pd",021 7247848,,
20111503,TK ISLAM ANNAJAH,Jl. Cileduk Raya 10,12,Eka Sri Rahayu S Pd,021 7377677,,
20111504,TK ISLAM AR RIDHO,Jl. SD III Rt. 04/08 No. 18,3,Susilawati,021 7667080,,
20111505,TK ISLAM ARAFAH,Jl. Minangkabau Dalam II/21,4,"Nurlaili, S.Pd",021 8317690,,
20111507,TK ISLAM ASY SYIFA,Jl. Pondok Pinang Raya no: 18,4,"Husmalayati, SPd",0813 16800419,,
20111509,TK ISLAM CAHAYA ILAHI,Jl.RasamalaGgMadra Rt 013/02 /23,8,Hj. Iin Indarwati,021 8307112,,
20111510,TK ISLAM DARUL MUSTHOFA,Jl. Sabar 1 No. 27,5,"JUHAIRIYAH, S.Pd.I",021 73690975,,
20111511,TK ISLAM IBUNDA AL. HIKMAH,Jl. Kemajuan No. 55,5,Siti Maisyaroh S Pdi,021 73880947,-6.239351,106.754280
20111514,TK ISLAM NOORINI HARUNI,Jl. Gunuk Raya No. 17,5,Hj Ratu Siti Djumaiah Sugihart,021 78839062,,
20111516,TK ISLAM PLUS AMANAH,Jl. H. Kamang No. 19,7,Hj. NURHAYATI. M.Pd.,021 7664237,,
20111517,TK ISLAM QUBA NURUL AMAL,Jl. Melati III Margasatwa,4,,021 75901932,,
20111518,TK ISLAM RPI,Jl. HR. Said Kuningan Kav. X2 2,3,"Dra. Hj. Faizah Chairy, M.Si",021 5229277,,
20111520,TK ISLAM SYARIF HIDAYATULLAH,Jl. Lqpangan Ross Barat III No. 33,3,"Ela Nurdalilah, S.PdI",021 83787197,,
20111521,TK ISLAM TSAQOFAH ISLAMIYYAH 3,Jl. Ros Timur IV No. 31,5,Dra. Syarifah Husaenah AS.,021 8354996,,
20111524,TK ISTIQOMAH,Jl. Bintaro Permai III No. 25,6,"Isa Ansori, M.Pd.",021 51120392,,
20111527,TK K. ORA ET LABORA,Jl. Panglima Polim I Blok N1,3,HANNA SUSANNA SARUMAHA,021 7261145,,
20111528,TK KIGR,Jl. Sawo IV Rt.010/07,2,,021 8311402,,
20111529,TK KALPATARU,Jl. Pongtiku No. 1,3,Hartati Asih Nugroho,021 7340944,,
20111530,TK KARANG MEKAR,Jl. Karang Pola IV No. 10,5,Raula,021 7827131,,
20111531,TK KARTIKA IX 4,Jl Kostrad,2,Devi Ristiani,021 5867112,,
20111532,TK KARTIKA X 2,Jl. Raya Bintaro Permai No. 53,3,"Siti Suhaeni,Spd",021 73692703,,
20111533,TK KARTIKA X 15,Jl. Cendrawasih No. 18. omp. Kodam,3,Sannaria Sipayung,021 7294913,,
20111535,TK KARTIKA X II,Jl. Prajurit NO. 1 Pesanggrahan,4,"Citra Maimun Habsyah, S.Pd",021 70952530,,
20111536,TK KARTIKA XI 13,Jl. Utama Mess PA Zeni AD,4,SA'DIYAH.S.Pd.,0812 97507978,,
20111537,TK KARTIKA XI 3,Jl. Duku No. 99 Mabad I,2,Maul Hayat,021 78881682,,
20111538,TK KARTIKA XI 38,Jl. Pengadengan Selatan Raya,3,Neneng Nuraini,0882 11778085,,
20111539,TK KARTIKA XI 9,Jl. Raya Depok No. 16,2,Siti Homsyah,021 78889949,-6.341381,106.835022
20111540,TK KARTIKA IX 1,Jl. Darma Putra Raya,4,YENNY SUPRIATUN,021 72800535,,
20111541,TK KARYAWAN PUTRA,Jl. Kampus Jaya No. 30,2,Ny. MURTINI ASMA'OEN,021 72787368,,
20111542,TK NEGERI BINTARO,Jl. Burung Merak 2 Blok N Bintaro Jaya,7,Sumariah,021 7340565,,
20111543,TK KASIH IBU,Jl. Asia Afrika,3,Sukini,021 5727229,,
20111544,TK KEENKID,Jl. Ciputat Raya No.2,6,"SRI ULFAH BADRIAH, S.Pd",021 7294170,,
20111545,TK KEMALA BAYANGKARI,Jl. Tirtayasa VII/22 Komp. STIK PTIK,10,"Entin Nuryati, S.Pd",021 22770449,,
20111546,TK KEMALA BHAYANGKARI 19,Jl. Raya Pasar Minggu Asrama Brimob,2,Kisbandiyah,,,
20111547,TK KEMALA BHAYANGKARI 23,Jl. MT. Haryono,5,Andriana Lestari,021 79199547,,
20111549,TK KEMALA BHAYANGKARI 29,Jl. Komplek Polri,,,021 7902190,,
20111550,TK KEMALA BHAYANGKARI X,Jl. Keramat Asrama Polisi,2,Leni Puspita sari S.pd,021 70635944,,
20111551,TK KEMUNING,Jl. Melati No. 30,6,Sumardiyah,021 92729204,,
20111552,TK KESUMA INDRIYA,Jl. Hidup Baru No. 20,2,"Hj. Sutiti Rejeki, S.Pd",021 7224237,,
20111554,TK KIDS CLUB,Jl. Mawar Dalam II No. 1D,2,"Yuni Dwi Astuti, S.Psi",021 73882560,,
20111557,TK KINDERLAND,Jl. Caringin Barat No. 1,9,MIMIN DASMINAH,021 75908818,,
20111558,TK KREATIVITAS ANAK INDONESIA,Jl. Arco Raya no.24,10,"ATIH KURNIATI, S.Pd.",021 7513281,,
20111559,TK KRISTEN BAHTERA,Jl. Baros No. 1 Komp. TNI AL.,3,YUSTINA JUMILAH,021 7696276,,
20111560,TK KRISTEN IX PENABUR,Jl. Halimun No. 5,6,"Djanurida Surjawati,S.Pd",021 8303187,-6.205472,106.834076
20111561,TK KUNCUP MELATI,Komp. Zeni AD Rt. 4/3 No. 37,4,"Eli Sukaesih, S.Pd",021 7170636,,
20111563,TK KWITANG VI PSKD,Jl. Bulungan No. 70,3,"Listina Musyantiwi, M, Th","021 7244224, 021 7393135",,
20111570,TK MANARATUL ULUM,Jl. Masjid Darussalam No. 3,4,Irawati,021 7262735,,
20111571,TK MANGGIS,Jl. Menteng Wadas I/ 13,2,Sulastri SPd,021 8282426,,
20111572,TK MARDI LESTARI,Jl. Bintaro Permai III,3,,021 7340930,,
20111575,TK MEKAR CIVI,Jl. H. Jeni II/1,3,Tarwiyah,021 7224036,,
20111576,TK MEKAR MELATI,Jl. Nangka II,3,"Dian Herawati,",021 7397667,,
20111578,TK MELATI,Jl. RM. Kahfi I,4,MAS AIN,021 78891719,,
20111579,TK MELATI AGUNG,Jl. Agung Raya No. 21,6,"Intan Indah Prathiwie, S.Psi",021 78832162,,
20111581,TK MELUR,Jl. H.Montong Komplek Bank Bumi Daya,5,"Ratna Juita,S.Pd",021 29317988,,
20111582,TK MERPATI,Jl. N. Kebon Baru No. 11,3,"Hj. Syamsinar, SH",021 8353005,,
20111583,TK MERPATI,Jl. Terogong II / 50,3,A. TRI LESTARI OKTORA,021 7662357,,
20111584,TK MINI PAK KASUR,Jl. Raya Ps. Minggu Komplek Pokala No.1,4,"Hj.Asiah, S.Pd",021 7981005,,
20111586,TK MUSHOLA IQRO,Jl. Madrasah No. 7 Komplek Depag,7,"CUCU IRMA MULIA, S.Pd",021 75903903,-6.26925,106.794022
20111587,TK MUSLIMAT,Jl. Madrasah No. 12,6,Dra. Hj.Siti Aenah,021 7667983,-6.267064,106.793747
20111590,TK MUTIARA INDONESIA,Jl. Kalibata Tengah No. 1,6,Nofiah Diana,021 7996469,,
20111591,TK NEGERI CIPETE,Jl. Cipete VII No. 70,11,"Amiyati, S.Pd.",021 75901461,-6.278527,106.801727
20111592,TK NEGERI LATIHAN II,Jl. Halimun No. 2B,7,Susana Riboch,021 8355815,,
20111594,TK NINDIA ANANDA,jl. Masjid,2,Wina Wati S.Pd,021 7227714,,
20111595,TK NUR AL HIDAYAH,Jl. Tebet Barat Dalam III,4,Marlinah,021 8303117,,
20111596,TK NUR AQIDAH,Jl. Gotong Royong II No. 37,4,"Hj. Yanti Rohayati, SPd.",021 7807015,,
20111598,TK NURUL ALNI,Jl. Kebon Mangga I No.17,3,"Nur Mala,S.Pd",021 7234808,,
20111599,TK NURUL AMANAH,Jl. Kahfi II No. 2 Kp. Kalibata,1,,021 95339589,,
20111601,TK NURUL FALAH,Jl. Jatayu III Kebayoran Lama,3,"Neni Rohayati,s.Pd",021 72793472,,
20111602,TK NURUL HIDAYAH,Jl. Bintaro Raya No. 7,3,Sri Kadarwati,021 7292584,,
20111604,TK NURUL IHSAN,Jl. Kahfi II No. 52,7,"Raya Tsuraya Basalim,S.Pd.",021 7869188,,
20111605,TK NURUL ISLAM,Jl. Camat Gabun I Lenteng Agung,4,"SANIYAH, S.Pd.I",021 7868043,,
20111606,TK NURUL JANNAH,jl.palem raya no.72,4,"Nurhikmah, S.Pd",021 5861613,,
20111607,TK NURUL JIHAD,Jl. Makmur Raya No. 1,5,"K.Watiningsih, M.Pd.",021 83790460,,
20111609,TK NURYAKIN,Jl. Ketapang Rt. 006/12 No. 63,5,"ROHAYATI, S.Pd",021 7821724,,
20111610,TK PKK RESTU,Jl. Pepaya Raya I Jagakarsa,3,"Maryam, S.PdI",0812 1388214,,
20111612,TK PANGUDI LUHUR,Jl. H. Nawi No. 21,9,"THERESIA PIPIET DWI HINDARTI, S. Psi",021 7660882,,
20111616,TK PELANGI JAYA,Jl. Tri Darma X No. 4,2,MERIATI SIHOMBING,021 7668345,,
20111617,TK PELITA,Gg. Kembang Timur,4,Iin Aryanti,021 7239485,,
20111618,TK PELITA,Jl. Kirai Rt.011/0 No. 112,4,Eni Sukni,021 92106761,,
20111619,TK PELITA HATI,Jl. Moch. Kahfi I No. 47 Gg. Famili,11,Lasmanih,021 7868959,,
20111620,TK PELITA HATI,Jl. Prop.Dr. Satrio Mo. 235,7,Brigitta Sarwini,021 5255051,,
20111621,TK PELITA IBU,Jl. Pangkalan Jati II No. 29,4,Hj. WORO SITI ZUBAIDAH,021 7503344,,
20111622,TK NEGERI PEMBINA TINGKAT NASIONAL,Jl. Muchtar Raya,13,Tati Yuliarti I.S.,021 5854586,-6.223185,106.745728
20111624,TK PERMATA INDAH,Jl. Sangkur Ujung,2,Syafrida,021 7373974,,
20111625,TK PERMATA KITA,Jl. H. Sajim No. 28,2,"Siti Nurmaya, S.Ag",021 7201636,,
20111627,TK PERTIWI IV,Jl. Komp. DDN I Pola,6,HARTATI S.Pd,021 75818519,,
20111628,TK PERTIWI V PMD,Jl. Raya Pasar Minggu,2,Zuharina Martini,0812 88798949,,
20111629,TK PERTIWI VI,Komplek Depdagri II,4,TIAR PARDOSI,021 7669860,,
20111630,TK PERWANIDA,Jl. Komp. Dep. Agama,2,"S. ISMIRANINGSIH, S.Pd.",021 7693535,,
20111631,TK PINANG,Jl. Pinang I No. 54,2,DJUBAIDAH,021 7699188,,
20111632,TK PURI ANANDA,Jl. Wijaya Kusuma No. 13,7,SRI RATNA MUSTIKANDRINA,021 75911207,,
20111635,TK PUTRA II,Jl. Pinang Emas III,4,Fentih Hermawati,021 7650575,,
20111636,TK PUTRA IBADAH,Jl. H. Muchtar Ry. 78,8,"Jauharoh Tri Kurnia, S.S",021 5874307,,
20111637,TK PUTRA JAYA,Jl. Peninggaran Timur,3,Lianah,0813 83009410,,
20111638,TK PUTRA PERTIWI,Jl. Duku No. 5B,5,Sumirah Sumiati,021 58901884,,
20111639,TK PUTRA VI,Jl. Komp. PU Pasar Jumat Jl.Sapta Taruna I No.1,2,Yenny Kusmayati S.Pd.Aud,021 7653101,,
20111640,TK QOTHRUM NADA,Jl. Mangga Mabad I,6,Nani Sumarni,021 78891742,,
20111641,TK QUDSI,Jl. T.M.P. Kalibata No. 4,3,Hj. Siti Hannah,021 79182388,,
20111643,TK RAUDATUL ILMIAH,Jl. KH. Muhasyim IV No. 7,3,"SITI AISYAH, S.Pd.I.",021 70649109,,
20111644,TK RAUDHATUL ULUM,Jl. Pete II No. 390 Blok A2,3,Hj. Shofiah,021 7247570,,
20111645,TK REMBULAN,Jl. Peninggaran Barat IV No. 30,4,"PRIBADININGSIH, S.Pd",021 7238994,,
20111646,TK RESTU IBU,Jl. Siaga I Rt. 004/05 No. 37,4,SITI KAMALIA,021 7985069,,
20111647,TK RIGATRIK,Jl. Sigura gura,7,"KENYO TRI ISWANTI, S.PD",021 7901264,,
20111648,TK RISANTI III,Jl. Komp MPR / Mawar 149 A,2,SUPARNI,021 75908110,,
20111649,TK RIYADHUL JANNAH,Jl. Pengadengan Utara Raya /6,6,Ida farida,,,
20111650,TK ROSARI,Jl. Swadaya I,4,"Feby Cintyasari, S.I.A",021 7806007,,
20111651,TK RUWATI III,Jl. Margasatwa Komp. Timah No. 49,5,NURKHASANAH,021 7664137,,
20111652,TK ST FRANSISKUS ASISI,Jl. H. Ramli Mendal,11,NIA ALS SR KOLETA,021 8318260,,
20111653,TK SA'ADATUDARRAIN,Jl. Mampang Raya No. 103,3,Hj. Rahmatia Ayu Puspasari,021 79190771,,
20111654,TK SAMPAGHITA,Jl. Birah I Blok 5,2,Hj. Emira Sri Handari Subrata,021 7229852,,
20111655,TK SARINAH,Jl. Ciiledug Raya,3,Sumiati,"021 7250321, 021 68954909",,
20111657,TK SEJAHTERA I,Jl. Bintaro Permai III,1,,021 73881021,,
20111659,TK SEKAR BANGSA,Jl. Raya Bango N0. 44,5,Hilda Guinda B S,021 29512720,,
20111660,TK SI KOMO CHILDREN CENTRE,Jl. Limau 1 No. 3,5,SUBEKTI,021 72789610,,
20111661,TK STRADA BHAKTI UTAMA,Jl. Bromo Pesanggrahan,5,Dominika Srisuwarsri,021 7356622,,
20111662,TK STRADA INDRIYASANA,Jl. Pejaten Raya No. 34,10,Katarina Budiharti,021 7805465,,
20111663,TK SUMBANGSIH,Jl. Duren Bangka No. 36,5,Tri Supatmi,021 7986191,,
20111664,TK SURYA DHARMA,Jl. Toapekong No. 14,4,Jetavanaaraama Tjipto,021 7398917,-6.2305,106.778427
20111665,TK SWADARMA,Jl. Swadarma IV Ulujami,4,SUMINI,021 5845682,,
20111668,TK SWADAYA BAKTI,Jl. Antena VI Bawah No. 50,3,Kuroenah,021 7202426,,
20111669,TK TADIKA PURI,Jl. H. Nawi No. 5,6,"ERNA WIDIASTUTI, S.Pd.",021 7505162,,
20111670,TK TADIKA PURI II,Jl. Gunung Balong Raya No. 51,4,"BONA HERLINA S., S.Pd.",021 7655071,,
20111671,TK TANWIRUL ISLAM,Jl. Simprug Golf II,2,Sri Baryati,0812 12312632,,
20111672,TK TARAKANITA I,Jl. Barito II/ 54,6,MARGARETHA MASIYEM,021 7231706,-6.247016,106.794792
20111673,TK TARAKANITA II,Jl. Wortel Monginsidi 118,6,Anastasia Riyanti,021 72792579,,
20111674,TK TARAKANITA III,Jl. Juraganan Patal Senayan,4,Maria Nurista Astari,021 5323657,,
20111675,TK TARUNA,Jl. Sawo Ujung 28,2,Tri Yanti Hartati,021 99152871,,
20111676,TK TAT TWAN ASIH,Jl. Komplek Depsos II No.2,10,"Hj.Siti Asijaningsih,S.Pdi.",021 73690276,,
20111677,TK TAWIRUL QULUB,Jl. KH.ILYAS NO.39,2,Uzaiyah,021 57950041,,
20111679,TK TERATAI,Jl. Pertanian III,6,Hj Enok Mahmudah,021 78834661,,
20111681,TK TIRTA MARTA,Jl. Sekolah Kencana,10,Nindyastuti Erika Pratiwi,021 7656615,,
20111683,TK TRIGUNA,Jl. Hang Lekiu III/17,3,"Rianna Wahyu Ekasari, S.S",021 7202455,,
20111684,TK TRIJAYA,Jl.Bintaro Permai IV No.80,3,"Tita Vonagitha, S.Pd",021 7365086,,
20111686,TK TUNAS,Jl. Manggasari No. 41,2,Sabar Walujati,021 78839527,-6.17,106.489998
20111689,TK TUNAS BANGSA,Gg. Inpres V No. 8,3,Petty Yustina,021 73884963,,
20111691,TK ISLAM TUNAS HARAPAN,Jl. Masjid Darul Falah No. 8,6,Dra. Hj. Siti Khodijah,021 7356364,,
20111693,TK TUNAS HARAPAN I,Jl. Pancoran Timur Raya 44 B,7,"Maita, S.Pd",021 7990526,,
20111694,TK TUNAS MUDA II,Jl. Kompl. Hankam Cidodol,5,HAFNI,021 72789141,,
20111696,TK TUNAS SATRIA,Jl. H. Naimun,5,Maitin Carolina,021 7698933,,
20111701,TK WANAJAYA,Jl. H. Zaini No. 55,3,,021 7255047,,
20111702,TK WIDYASTUTI,Jl. Rawajati Timur VI No. 15,2,Pikmi Handayani,,,
20111703,TK WIJAYA KUSUMA,Jl. Raya Depok No. 16,7,"AIDA ROSMADEWI,S.Pd.M.Si",021 78885751,,
20111704,TK WIJAYA KUSUMA,Jl. H. Kebon Baru No. 19,4,Hj. Mulyati Issoebari,021 96965360,,
20111705,TK WIJAYA KUSUMA,Jl. Kalibata Tengah I,5,Risma Boru Tondang,021 7992391,,
20111707,TK YWKA II,Jl. Menara Air,2,"Supartini, S.Pd",,,
20111709,TK YASPORBI II,Jl. AUP Komp. B.I Ps. Minggu,5,"INDIRA PUSPITA ANGGRAINI, SE",021 7816574,,
20111711,TK YAWARTA,Jl. Komp. Diknas Kemandoran,3,Maisaroh,021 5307687,,
20111712,TK ISLAM ANNUR,Jl. H. Naim I,4,Siti Fauziah,021 7232802,,
20111713,TKI DAARUSSALAAM,Jl. Asem II No.8,4,"RESTU YUNIATI, S.Pd",021 7653783,,
20111714,TKIT AL MUGHNI,Jl. Jend. Gatot Subroto Kav. 26,,,021 68291559,,
20111716,TK AL IKHLAS,Jl. Raya Tengah,3,Tasmah,021 87792050,,
20111720,TK ALKHAIRAAT,Jl. Masjid Condet,17,"Iffah Rumi, S.Sos.I",021 8004814,-6.27978,106.855957
20111721,TK ANANDA,Jl. Cililitan Besar No.36,4,"Iin suhaeni, S.Pdi",021 80873019,,
20111722,TK AS SAADAH,Jl. Raya Condet,6,"Iis Istibsyaroh, S.Ag",021 8092157,,
20111723,TK ASAH PRA SEKOLAH,Jl. Dukuh V Rt. 9/05,4,Wihaningsih,021 80874292,,
20111724,TK BHAKTI IBU,Jl. SMA XIV No. 22,6,SITI MUSYARROFAH,021 8094251,,
20111727,TK ROZY ISLAMIC SCHOOL,Jl. Raya Condet No. 5,16,"Choirina Ardyanti, S.Pd.",021 8094416,,
20111728,TK HARAPAN,Jl. Dewi Sartika No. 200,4,Siti Aisyah.S.Pd,021 8014017,,
20111730,TK KARTIKA VIII 2,Jl. Rantai Mas Bulak Rantai,6,DEWI LESTARI ASTUTI SETYANINGS,021 80884712,,
20111731,TK KARTIKA X 12,Jl. Kompleks Pusdikes,3,"Ruth Soetji, S.M,S.Pd.",021 7418222,,
20111732,TK KARTIKA X 18,Jl. Kodam Jaya Cililitan II,5,"Riska Yulia, S.Pd.",021 80889516,-6.264805,106.870178
20111734,TK KARTIKA VIII 36,Jl. Komp. Ditkes AD,3,"Wa Ode Husnun Marfuah, S.Ag. MM",021 93179925,,
20111735,TK KRISTINA,Jl. Amil Wahab Rt. 08/09,3,Sumiati Yohana,,,
20111736,TK KUNTUM SUCI I,Jl. Dukuh MAN VI,5,Suri Yamah,021 8404250,,
20111737,TK KUNTUM SUCI II,Jl. Dukuh V Rt. 06/02,3,Mariyus,,,
20111738,TK MAMBAUL ULA,Jl. Dewi Sartika No. 7,4,Sumarliana,021 8001528,-6.25966,106.864655
20111739,TK MEKAR,Jl. Raya Bogor Km. 19,2,Nengsih,021 8015651,,
20111740,TK MUTIARA,Jl. Cililitan Kecil Rt. 09/07,3,NUR'AINI,0812 8430955,,
20111743,TK PERMATA,Jl. H. Taiman Ujung,3,Nur'aini,0857 15637161,,
20111745,TK RATNA KUSUMA,Jl. Batu Ampar II No. 28,4,"Imas Siti Masyithah, Spd",021 87799489,,
20111747,TK SI MUNGIL,Jl. Batu Ratna No. 32,3,Tati Setiyowati,0888 8077020,,
20111748,TK TUNAS MUDA ISLAM,Jl. Olah Raga II No. 1,2,DIAN FAJRIANTI,021 8012089,,
20111750,TK KWITANG PSKD III,Jl. Slamet Riyadi No. 3,5,Adumas Lumban Gaol,021 8580342,,
20111752,TK ADE TIA,Jl. Raya Bogor Km. 29,4,Ratu Bilquist S.Pd,021 87711738,,
20111753,TK AISYIYAH,Jl. Pendidikan,5,"Sri Sumarti, SPd",021 48700746,,
20111754,TK AISYIYAH,Jl. Rawa Kuning,3,Ir SRY HASNITA SPd I,021 4803327,,
20111756,TK AISYIYAH 23,Jl. Jeruk No. 9 Rt.12/06,3,Sri Sumanti,021 8580367,,
20111757,TK AISYIYAH 24,Jl. Marmer No. 1,5,"KURNIA ARY WIBAWATI, SP",021 4714925,-6.19221,106.886459
20111758,TK AISYIYAH 27,Jl. KH. A. Dahlan No. 20,5,"Jubaedah,S.Pdi",021 8571354,,
20111759,TK AISYIYAH 49,Jl. Metro Jaya No. 23,5,ZUHAEVAH,021 47862249,,
20111761,TK AISYIYAH 71,Jl. Bunga Rampai X,8,Zakiah S.Pd,021 8622353,,
20111762,TK AISYIYAH 76,Jl. SMU 71 Duren Sawit,5,Endah Suciati,021 8629701,,
20111763,TK AISYIYAH 87,Jl. Gading Raya VIII No. 13,4,"Siti Masrurah,S.Ag.",021 4714425,,
20111764,TK AISYIYAH 88,Jl. Kayu Putih Selatan Blok HC No. 288,2,FATMA ASNIMAR,021 4711334,,
20111766,TK AISYIYAH BUSTANUL ATHFAL 48,Jl. Pulo Asem Utara XII / 3 5,5,"FATIMAH, S.Pd",021 4700394,,
20111770,TK AL AZHAR,Jl. Jambore Raya No. 9A,15,Komariah,021 8733918,,
20111771,TK AL AZHAR 13,Jl. Sunan Giri No. 1,16,"Hj. Hanifah Bawazir, SP.d, M.Si",021 47867777,,
20111772,TK AL AZHAR 6,Jl. Sentra Primer Timur,25,"NUR'AINI, Hj. S.Pd",021 4801363,,
20111773,TK AL AZIZ,Jl. Raya Penggilingan,4,,021 70330515,,
20111775,TK AL FAJAR,Jl. Masjid Nurul Hidayah,3,"An Suratmi,S.Pd",,,
20111776,TK AL FAJRU,Jl. Kapuk Rt. 11/03,2,Rina Nurhayati,021 98702791,,
20111778,TK AL FALAH,Jl. Malaka Raya No. 1 D,5,Martini Saleh,021 22876854,,
20111780,TK AL FURGON,Jl. Penegak II / 1,5,"Nana Sri Purnasari, S.Pd",021 8515385,,
20111781,TK AL GHURABBA,Jl. Tenggiri Raya No. 47,2,Dra. Hj Rini Endah Winarni,021 4892265,,
20111784,TK AL HIDAYAH,Jl. Jambore,3,"Aida Fitria, S.Pd",021 91279919,,
20111787,TK AL HIKMATUZZAINIYYAH,Jl. Satria III No. 96,5,"Nurjanah, S.Pdi",0821 14296722,,
20111788,TK AL IKHLAS SORKAM,Jl. Kebon Mawar Taman Buaran Indah IV,6,Saidah,021 4613938,,
20111790,TK AL IKHSAN,Jl. Seulawah Raya P.6 Komp Waringin,7,"LATIPAH, S. Pd I",021 86601725,-6.249003,106.910690
20111792,TK AL ISHMAH,Jl. Pisangan Lama III No. 20,3,Siti Mulyani,021 4754203,,
20111793,TK AL JANNAH ISLAMIC FULLDAY SCHOOL,Jl. Jambore No. 4,16,Firman Mudiana Fajar,021 84594514,,
20111795,TK AL MAKIYYAH,Jl. Gorda No 44,5,"Hj. Siti Zulaiha,S.Pd.I",021 8408331,,
20111796,TK AL MANAR,Jl. Raya Pulogebang,4,Siti Makbullah,021 4807903,,
20111797,TK AL MUHAJIRIN,Jl. Pulogebang Permai Blok F2 no1,10,Dessy Elfayani,021 70632443,,
20111798,TK AL MUNIR,Jl. Raya Pondok Ranggon No 31 Rt. 02/04,3,Nia Utami,021 8443980,,
20111799,TK AL MUSANIFIAH,Jl. Delima Raya,3,Rohmani,021 8648378,,
20111803,TK AL UMAR,Jl. Masjid Al Umar,3,Murtini,021 84979241,,
20111806,TK AL IRSYADIYAH,Jl. Sinar Jaya No. 11,3,"DESTIA N. SARI, S.Pd.I.",021 47862633,,
20111807,TK ISLAM AL ABROR,Jl. Tipar Cakung Gg. Tebu,7,"SAROH SUHANINGSIH, S.Pd",021 26373216,,
20111810,TK ALIRIA,Jl. Raya PKP No. 34,4,SUPARTINEM.SPd.I,021 87701780,,
20111813,TK AN ILMIYAH,Jl. Ayub No. 5,5,"Huswatun Hasanah,S.Pd",,,
20111814,TK ANNUR,JL JERUK II NO.12 14,5,HOTIMAH,021 4891243,-6.19727,106.889374
20111814,TK AN NUR,Jl. Jeruk II No. 12 14,2,,021 4891243,,
20111818,TK ANGKASA 2,Jl. Elang Komp. Rajawali,4,"NURSEHA, S.Pd",021 80883957,,
